Bank_Code,Bank_Name,Branch_Code,Branch_Name,Branch_Address,City,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",911,"הפניקס קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",913,"הפניקס קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",620,"הפניקס קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",623,אקסלנס הלמן ישן 1,דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",624,"הפניקס קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",628,אקסלנס הלמן ישן 2,דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",629,"הפניקס 2 קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",630,"הפניקס 3 קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",632,אקסלנס הלמן ישן 3,דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",634,אקסלנס הלמן ישן 4,דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",635,"הפניקס 4 קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",636,"הפניקס 5 קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",637,"הפניקס 6 קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",604,"הפניקס  8  קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",619,"הפניקס 10 קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",648,אקסלנס הלמן ישן 5,דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",649,"הפניקס7   קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",655,"הפניקס 9 קופ""ג",דרך השלום 53 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",921,"אינפינטי קופ""ג",המנופים 8 ,הרצלייה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",928,"אינפינטי קופ""ג",המנופים 8 ,הרצלייה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",929,"אינפינטי קופ""ג",המנופים 8 ,הרצלייה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",930,"אינפינטי קופ""ג",המנופים 8 ,הרצלייה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",931,"אינפינטי קופ""ג",המנופים 8 ,הרצלייה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",904,חב' אינפינטי,המנופים 8 ,הרצלייה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",616,"אינפינטי קופ""ג",המנופים 8 ,הרצלייה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",527,קריית איילון,גולדה מאיר 7 ,חולון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",614,"עו""ז ב","טרמינל 3 1 1748-נמל תעופה בן-גוריון, מתחם הדיוטי פרי",נמל תעופה בן-גוריון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",464,"קק""ל","קק""ל 130 ",באר שבע,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",909,שיבולת,בארות יצחק 1 ,בארות יצחק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",709,אשראי צרכני ב',יודפת 2 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",708,אשראי צרכני,יודפת 2 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",531,"תפעול קופ""ג עורפי",אבא הלל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",536,תפעול עורפי,אבא הלל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",451,הלואות ארציות,אבא הלל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",724,אשראי צרכני ג',יודפת 2 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",751,הלואות ארציות,אבא הלל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",488,"סקטור קופ""ג",אבא הלל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",597,חסכון פנסיוני,אבא הילל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",612,"תפעול קופ""ג עורפי 2",אבא הלל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",499,משרד ראשי,אבא הילל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",501,סקטור מימון וסחר בינלאומי,אבא הילל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",503,פקטורינג,אבא הילל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",509,מרכז הבנקאות,אבא הלל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",510,מרכז מזומנים,אבא הלל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",670,"קופ""ג חב' חשמל",מרדכי אנילביץ 56 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",908,מחוג חברת חשמל,מרדכי אנילביץ 56 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",621,"אנלייסט קופ""ג",שדרות רוטשילד 46 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",627,"אלטשולר קופ""ג",הברזל 19 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",673,חסכון לכל ילד,ז'בוטינסקי 7 ,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",689,ביצוע,ז'בוטינסקי 7 ,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",781,שוברי אשראי,ז'בוטינסקי 7 ,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",633,"איילון (קופ""ג)",אבא הלל סילבר 12 ,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",480,ניירות ערך,ז'בוטינסקי 7 ,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",580,בטוח לאומי ושרות תעסוקה,ז'בוטינסקי 7 ,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",596,פיקדונות מוסדיים,ז'בוטינסקי 7 ,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",440,"סקטור תפעול מט""ח",ז'בוטינסקי 7 ,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",652,"איילון 2 (קופ""ג)",אבא הילל סילבר 12 ,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",658,"ד""ש 5 קופ""ג",ששת הימים 30 ,בני ברק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",664,"מיטב ד""ש 16 קופ""ג",ששת הימים 30 ,בני ברק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",665,"מיטב ד""ש 15 קופ""ג",ששת הימים 30 ,בני ברק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",922,מיטב דש גמל ופנסיה,דרך ששת הימים 30 ,בני ברק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",923,מיטב דש גמל ופנסיה,דרך ששת הימים 30 ,בני ברק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",924,מיטב דש גמל ופנסיה,דרך ששת הימים 30 ,בני ברק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",448,קרית אתא,זבולון 4 ,קריית אתא,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",438,קניון אורות,שד' ויצמן 1 קניון אורות,אור עקיבא,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",418,קרית שדה התעופה,התבור 1 קרית שדה התעופה,נמל תעופה בן-גוריון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",618,"עו""ז",טרמינל 3 1 מתחם הדיוטי פרי,נמל תעופה בן-גוריון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",437,אופקים,הרצל פינת רח' קדש 32 מרכז המסחרי,אופקים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",426,מרכז עסקים באר שבע,קרן היסוד 31 ,באר שבע,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",566,מצדה,דרך מצדה 6 ,באר שבע,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",589,כפר קאסם,עלי בן אבי טאלב 1 ,כפר קאסם,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",548,כיכר כפר גנים,העצמאות 63 ,פתח תקווה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",465,לב העיר פתח תקווה,בר כוכבא 20 ,פתח תקווה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",447,נשר,דרך בר יהודה 63 ,נשר,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",533,אזור תעשיה כפר סבא,"התע""ש 13 ",כפר סבא,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",491,אשקלון,כצנלסון 5 ,אשקלון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",542,מרכז עסקים נתניה,מפי 5 ,נתניה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",452,קניון השרון,הרצל 60 קניון השרון,נתניה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",553,קניון השרון,הרצל 60 קניון השרון,נתניה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",457,האפוטרופוס הכללי,יד חרוצים 15 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",460,עיר העתיקה,תפארת ישראל 26 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",402,מרכז עסקים  י-ם,הלני המלכה 9 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",568,מרכז עסקים י-ם,הלני המלכה 9 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",600,קרן חסויים,יד חרוצים 15 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",54,שלוחת אפרת,מעלה מיכאל 5 ,אלון שבות,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",564,מרכז עסקים חיפה,"פלי""ם 11 ",חיפה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",497,קרני שומרון,רחבעם זאבי 1 ,קרני שומרון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",671,"מרכז עסקים ת""א",אלנבי 105 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",688,מסלקה,לינקולין 19 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",547,רמת אביב,טאגור 38 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",405,ככר המדינה,ויצמן 32 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",406,חצרות יפו,סלמה 4 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",407,מ.עסקים חשמונאים,החשמונאים 123 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",409,"מרכז עסקים ת""א",אלנבי 105 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",639,יהב כספונים,לינקולין 19 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",469,אלנבי,אלנבי 105 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",471,סקיי טאוור,המסגר 35 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",475,"מרכז עסקים ת""א",אלנבי 105 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",556,מרכז עסקים חשמונאים,החשמונאים 123 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",524,ככר המדינה,ויצמן 32 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",496,מרכז עסקיםרעננה,אחוזה 96 ,רעננה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",561,אחוזה מערב,אחוזה 153 ,רעננה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",476,מרכז עסקים בני ברק,שד' טרפון 1 ,בני ברק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",549,באקה אל גרביה,אלקודס 1 פינת אל בירייה,באקה אל-גרביה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",432,רמלה,דני מס 16 ,רמלה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",534,מרום נווה,חיים לנדאו 6 מרום  נווה,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",466,מרכז עסקים יהלומים,ז'בוטינסקי 1 בורסת יהלומים,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",413,רמת גן,ארלוזורוב 1 ,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",477,המגדל,ז'בוטינסקי 7 ,רמת גן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",423,"מרכז עסקים ,רעננה",אחוזה 96 ,רעננה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",731,אחוזה מערב,אחוזה 153 ,רעננה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",581,שפרעם,סולטאן באשא אלאטרש 1 ,שפרעם,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",430,מרכז עסקים בני ברק,טרפון 1 ,בני ברק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",468,חזון איש,חזון איש 13 ,בני ברק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",570,רימונים,אהרונוביץ 12 ,בני ברק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",583,"ב""ב רח' ירושלים",ירושלים 24 ,בני ברק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",515,מגדלי קונקורד,בן גוריון 13 ,בני ברק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",425,בת ים,בלפור 58 ,בת ים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",554,פארק הים,יוחנן הסנדלר 2 ,בת ים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",455,גבעתיים,ויצמן 65 ,גבעתיים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",415,הרצליה,סוקולוב 6 ,הרצלייה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",522,הרצליה פיתוח,אבא אבן 12 א.תעשיה הרצליה,הרצלייה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",420,חדרה,הרצל 23 ,חדרה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",419,פארק עסקים חולון,הרוקמים 26 ,חולון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",411,קרית אילון,גולדה מאיר 7 ,חולון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",412,חולון,סוקולוב 95 ,חולון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",555,"קוגל,חולון",סוקולוב 48 ,חולון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",518,קריון,דרך עכו 194 ,קריית ביאליק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",446,קרית ים,שד' ירושלים 3 ,קריית ים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",730,כיכר המושבה,סוקולוב 46 ,הוד השרון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",512,"רמתיים, הוד השרון",דרך רמתיים 108 ,הוד השרון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",421,גן העיר,אבן גבירול 71 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",667,פרימיום,החשמונאים 123 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",453,לב דיזנגוף,דיזנגוף 45 דיזנגוף סנטר,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",727,מיקדו,אהרון בקר 8 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",408,סקיי טאוור,המסגר 35 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",410,כיכר המדינה,ויצמן 32 ככר המדינה,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",723,אלנבי,אלנבי 105 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",478,"מרכז בנקאות פרטית בינלאומית  ת""א",בן יהודה 25 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",493,רמת אביב,טאגור 38 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",494,מ. עסקים חשמונאים,החשמונאים 123 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",551,"מידטאון ת""א",מנחם בגין 146 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",557,יגאל אלון,יגאל אלון 94 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",528,קרית עתידים,הברזל 26 רמת החייל,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",436,חצרות יפו,סלמה 4 ,תל אביב -יפו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",591,אגריפס ירושלים,אגריפס 88 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",517,תלפיות,יד חרוצים 19 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",520,מרכז בנקאות פרטית בינלאומית י-ם,הלני המלכה 9 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",726,אלעד,שמאי 1 ,אלעד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",442,שלומי,מרכז תחנת דלק 1 ,שלומי,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",484,שדרות,סמטת הפלדה 8 ,שדרות,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",454,אפרת,זית שמן 2 ,אפרת,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",450,קרית מלאכי,ז'בוטינסקי 22 ,קריית מלאכי,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",449,כרמל,שד' הנשיא 137 ,חיפה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",492,נווה שאנן,טרומפלדור 54 ,חיפה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",441,חיפה הדר,הנביאים 26 ,חיפה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",444,מרכז עסקים חיפה,"פלי""ם 11 ",חיפה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",439,בית שאן,שאול המלך 85 ,בית שאן,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",590,זיכרון יעקב,הנדיב 13 ,זכרון יעקב,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",514,יהוד,דרך העצמאות 16 ,יהוד-מונוסון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",525,סביונים,דרך משה דיין 3 קניון סביונים,יהוד-מונוסון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",511,נס ציונה,הבנים 5 ,נס ציונה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",559,נצרת,הגליל 22 ,נצרת,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",422,מרכז עסקים נתניה,מפי 5 ,נתניה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",669,קניון השרון,הרצל 60 קניון השרון,נתניה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",541,מרכז בנקאות פרטת נתניה,מפי 5 ,נתניה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",732,שטמפפר נתניה,שטמפפר 17 ,נתניה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",722,מודיעין עלית,שד' יחזקאל 2 מרכז  עסקים עלית,מודיעין עילית,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",582,יוקנעם,התמר 2 ,יקנעם עילית,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",428,נתיבות,המסגר 1 פינת בעלי המלאכה,נתיבות,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",565,אשדוד סיטי,שד' ירושלים 12 אשדוד סיטי,אשדוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",615,א.ת.אשדוד,האורגים 11 ,אשדוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",502,מרכז בנקאות פרטית  בינלאומית אשדוד,שד' ירושלים 12 אשדוד סיטי,אשדוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",417,מלכי ישראל,מלכי ישראל 16 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",539,כנפי נשרים,כנפי נשרים 7 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",458,גבעת שאול,גבעת שאול 24 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",459,עיר העתיקה,תפארת ישראל 26 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",729,רוממה,שמגר 10 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",401,קרית העסקים ירושלים,שרי ישראל 15 פינת רחוב יפו,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",403,מרכז עסקים י-ם,הלני המלכה 9 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",479,שערי צדק,שמואל בייט 12 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",563,רמות ירושלים,גולדה מאיר 255 ,ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",569,"רמת אשכול, י-ם","פארן , 5 רמת אשכול",ירושלים,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",567,בית שמש,יגאל אלון 6 ,בית שמש,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",467,קרית אונו,לוי אשכול 113 ,קריית אונו,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",433,קרית גת,שד' לכיש 11 ,קריית גת,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",543,ראש העין,שבזי 55 ,ראש העין,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",728,פארק אפק ראש העין,העמל 1 ,ראש העין,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",472,רמת השרון,סוקולוב 67 ,רמת השרון,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",540,יבנה,הדוגית 16 ,יבנה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",537,אום אל פחם,מרכז מסחרי 1 בנין העיריה,אום אל-פחם,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",487,קרית שמונה,שדרות תל חי 77 ,קריית שמונה,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",552,מגדל  העמק,שד' שאול עמור 77 ,מגדל העמק,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",657,מרכז ערים רחובות,הרצל 163 ,רחובות,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",532,פארק המדע רחובות,המדע 6 פארק המדע רחובות,רחובות,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",434,רחובות,הרצל 35 ,רחובות,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",424,אזור תעשיה כפר סבא,"תע""ש 13 ",כפר סבא,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",647,"כפר סבא, רח' ויצמן",ויצמן 132 ,כפר סבא,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",526,ערים,ויצמן 61 ,כפר סבא,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",546,"מט""ל לוד",אבא הלל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",571,עתיד,אבא הלל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
20,"בנק מזרחי טפחות בע""מ",572,אופק,אבא הלל סילבר 13 ,לוד,,,,,,,,,,,,,,,,
